#name	chrom	txStart	txEnd	name2
NM_001165915	chr4	18793562	18807927	slc26a4
NM_001135683	chr4	18835982	18846568	slc26a3.1
NM_001045038	chr4	18854099	18857634	bik
NM_001045043	chr4	18857670	18862389	mcat
NM_201066	chr4	18847814	18851511	cbll1
NM_001014369	chr4	18974831	18996505	impdh1b
NM_001030186	chr4	19042791	19044856	lepb
NR_030075	chr4	19058489	19058579	mir129-1
NM_001245080	chr4	19711283	19715650	pax4
NM_001013274	chr4	19722981	19753327	hgfa
NM_001012620	chr4	19961503	20038595	drd4-rs
NM_200065	chr4	20082152	20092609	dennd6b
NM_212725	chr4	20113015	20119857	fam3c
NM_001044950	chr4	20062483	20065604	lamtor4
NM_001003599	chr4	20074279	20080612	gcc1
NM_001025509	chr4	20093498	20109782	ppp6r2a
NM_001002526	chr4	20060085	20062184	atp6v1f
NM_205539	chr4	20420215	20435110	lrrc17
NM_001025539	chr4	20457718	20460989	fgl2a
NM_001083053	chr4	20456550	20476339	ccdc146
NM_200982	chr4	20503135	20514929	stk38l
NM_197937	chr4	20455244	20456891	sinup
NM_001045155	chr4	20581855	20593774	dcp1b
NM_001080613	chr4	20759423	20764533	napepld
NM_200363	chr4	20786130	20800466	rassf8b
NM_199883	chr4	20765078	20778682	asun
NM_001003870	chr4	21768014	21863082	ppp1r12a
NM_001076732	chr4	21928034	21931656	rps16
NM_001003982	chr4	21996817	21999968	myf6
NR_037198	chr4	22020782	22020881	mir3906
NM_200709	chr4	22031395	22130498	lin7a
NM_131576	chr4	22020252	22024132	myf5
NM_213198	chr4	22632493	22642715	orc5
NM_001045006	chr4	22579354	22590635	hcls1
NM_001103140	chr4	22576872	22579348	llph
NM_001037107	chr4	22576882	22579348	llph
NM_131870	chr4	22622126	22629248	guca1a
NM_200791	chr4	22759172	22761918	ndufb2
NM_001167826	chr4	22759172	22761918	ndufb2
NM_001346151	chr4	22763854	22798550	kdm7aa
NM_001030167	chr4	23009819	23028578	nup107
NM_200971	chr4	22959511	22993088	gnai1
NM_131364	chr4	23404788	23414292	mdm2
NM_001030179	chr4	23396581	23401420	slc35e3
NM_001017591	chr4	24019678	24038217	cpm
NM_194401	chr4	24167573	24242844	celf2
NM_131211	chr4	25065311	25075312	gata3
NM_001328551	chr4	25184019	25192384	atp5c1
NM_001030086	chr4	25192373	25198905	kin
NM_001328550	chr4	25184019	25192384	atp5c1
NM_200197	chr4	25262658	25282257	tmem110l
NM_200041	chr4	25184019	25192384	atp5c1
NM_001327825	chr4	25198713	25226770	itih2
NM_200915	chr4	25508034	25526393	rbm17
NM_213397	chr4	25483830	25496206	pfkfb3
NM_001083584	chr4	25569650	25587499	zgc:195175
NM_001030110	chr4	25617919	25631535	acot14
NM_001025487	chr4	25637948	25658789	acot15
NM_001136253	chr4	25569650	25587516	zgc:195175
NM_001201537	chr4	25702443	25714870	acot18
NM_001277130	chr4	25715380	25762163	lamb1b
NM_001044813	chr4	25766912	25807630	tmcc3
NM_001099980	chr4	25873377	25919673	fgd6
NM_001033103	chr4	25838902	25847585	ndufa12
NM_001020622	chr4	25850367	25869440	nr2c1
NM_200257	chr4	26032548	26046572	usp44
NM_001100054	chr4	25961173	26027343	metap2a
NM_001082810	chr4	26093331	26106557	si:ch211-244b2.3
NM_001114929	chr4	26093348	26106462	si:ch211-244b2.2
NM_001115120	chr4	26107182	26118808	LOC794484
NM_001014325	chr4	26107182	26118855	si:ch211-244b2.4
NM_001081632	chr4	26324819	26333638	st8sia1
NM_001327841	chr4	26314412	26333638	st8sia1
NM_001002629	chr4	26368192	26372301	tnni1d
NM_001082941	chr4	27123989	27127739	zbed4
NM_001098749	chr4	27111242	27120140	alg12
NM_200523	chr4	27092688	27109936	creld2
NM_001020599	chr4	28349362	28364250	trmu
NM_001007373	chr4	28382444	28384621	tprkb
NM_001327833	chr4	28385339	28391428	alg10
NM_001114431	chr4	28429540	28434904	znf1041
NR_034255	chr4	28745423	28745504	mir430b-3
NR_034255	chr4	28747812	28747890	mir430b-3
NR_034255	chr4	28751315	28751393	mir430b-3
NR_034255	chr4	28753056	28753137	mir430b-3
NR_034254	chr4	28741316	28741397	mir430b-2
NR_034268	chr4	28739575	28739656	mir430b-17
NR_034268	chr4	28740726	28740807	mir430b-17
NR_034211	chr4	28742210	28742283	mir430c-2
NR_034211	chr4	28738727	28738800	mir430c-2
NR_034213	chr4	28744554	28744627	mir430c-4
NR_034213	chr4	28745180	28745253	mir430c-4
NR_034213	chr4	28741073	28741146	mir430c-4
NR_034213	chr4	28742210	28742283	mir430c-4
NR_034213	chr4	28742814	28742887	mir430c-4
NR_034213	chr4	28739331	28739404	mir430c-4
NR_034213	chr4	28740469	28740542	mir430c-4
NR_034225	chr4	28746317	28746390	mir430c-16
NR_034225	chr4	28746943	28747016	mir430c-16
NR_034213	chr4	28738727	28738800	mir430c-4
NR_034225	chr4	28744554	28744627	mir430c-16
NR_034225	chr4	28745180	28745253	mir430c-16
NR_034225	chr4	28741073	28741146	mir430c-16
NR_034225	chr4	28742210	28742283	mir430c-16
NR_034225	chr4	28742814	28742887	mir430c-16
NR_034225	chr4	28739331	28739404	mir430c-16
NR_034225	chr4	28740469	28740542	mir430c-16
NR_034231	chr4	28752046	28752128	mir430a-2
NR_034231	chr4	28753786	28753868	mir430a-2
NR_034225	chr4	28738727	28738800	mir430c-16
NR_034231	chr4	28748543	28748625	mir430a-2
NR_034231	chr4	28750283	28750365	mir430a-2
NR_034231	chr4	28742047	28742129	mir430a-2
NR_034231	chr4	28744391	28744473	mir430a-2
NR_034231	chr4	28746154	28746236	mir430a-2
NR_034232	chr4	28753786	28753868	mir430a-3
NR_034231	chr4	28740306	28740388	mir430a-2
NR_034232	chr4	28748543	28748625	mir430a-3
NR_034232	chr4	28750283	28750365	mir430a-3
NR_034232	chr4	28752046	28752128	mir430a-3
NR_034232	chr4	28744391	28744473	mir430a-3
NR_034232	chr4	28746154	28746236	mir430a-3
NR_034232	chr4	28742047	28742129	mir430a-3
NR_039081	chr4	28751315	28751393	mir430b-1
NR_039081	chr4	28753056	28753137	mir430b-1
NR_034266	chr4	28748963	28749044	mir430b-15
NR_034266	chr4	28750703	28750784	mir430b-15
NR_034266	chr4	28752466	28752547	mir430b-15
NR_034266	chr4	28754810	28754891	mir430b-15
NR_034265	chr4	28739575	28739656	mir430b-14
NR_034265	chr4	28740726	28740807	mir430b-14
NR_034265	chr4	28743071	28743152	mir430b-14
NR_034265	chr4	28744811	28744892	mir430b-14
NR_034265	chr4	28747200	28747281	mir430b-14
NR_034265	chr4	28748963	28749044	mir430b-14
NR_034265	chr4	28750703	28750784	mir430b-14
NR_034265	chr4	28752466	28752547	mir430b-14
NR_034265	chr4	28754810	28754891	mir430b-14
NR_034264	chr4	28748963	28749044	mir430b-13
NR_034264	chr4	28750703	28750784	mir430b-13
NR_045238	chr4	28746317	28746390	mir430c-3
NR_045238	chr4	28746943	28747016	mir430c-3
NR_034253	chr4	28750909	28750991	mir430i-3
NR_034257	chr4	28742467	28742548	mir430b-6
NR_039081	chr4	28741316	28741397	mir430b-1
NR_039081	chr4	28745423	28745504	mir430b-1
NR_034211	chr4	28739331	28739404	mir430c-2
NR_034211	chr4	28740469	28740542	mir430c-2
NR_039081	chr4	28747812	28747890	mir430b-1
NR_034260	chr4	28743661	28743742	mir430b-9
NR_034213	chr4	28746943	28747016	mir430c-4
NR_034236	chr4	28752046	28752128	mir430a-7
NR_034236	chr4	28753786	28753868	mir430a-7
NR_034232	chr4	28740306	28740388	mir430a-3
NR_034236	chr4	28748543	28748625	mir430a-7
NR_034236	chr4	28750283	28750365	mir430a-7
NR_034236	chr4	28746154	28746236	mir430a-7
NR_034262	chr4	28744811	28744892	mir430b-11
NR_034262	chr4	28747200	28747281	mir430b-11
NR_034262	chr4	28748963	28749044	mir430b-11
NR_034262	chr4	28750703	28750784	mir430b-11
NR_034262	chr4	28752466	28752547	mir430b-11
NR_034262	chr4	28754810	28754891	mir430b-11
NR_034261	chr4	28739575	28739656	mir430b-10
NR_034261	chr4	28740726	28740807	mir430b-10
NR_034261	chr4	28743071	28743152	mir430b-10
NR_034261	chr4	28744811	28744892	mir430b-10
NR_034261	chr4	28747200	28747281	mir430b-10
NR_034261	chr4	28748963	28749044	mir430b-10
NR_034253	chr4	28747406	28747488	mir430i-3
NR_034254	chr4	28745423	28745504	mir430b-2
NR_034264	chr4	28752466	28752547	mir430b-13
NR_034268	chr4	28744811	28744892	mir430b-17
NR_034254	chr4	28751315	28751393	mir430b-2
NR_034253	chr4	28745017	28745099	mir430i-3
NR_034260	chr4	28749553	28749634	mir430b-9
NR_034259	chr4	28742467	28742548	mir430b-8
NR_034252	chr4	28750909	28750991	mir430i-2
NR_034251	chr4	28745017	28745099	mir430i-1
NR_034251	chr4	28747406	28747488	mir430i-1
NR_034251	chr4	28750909	28750991	mir430i-1
NR_034266	chr4	28739575	28739656	mir430b-15
NR_034266	chr4	28740726	28740807	mir430b-15
NR_034267	chr4	28748963	28749044	mir430b-16
NR_034267	chr4	28750703	28750784	mir430b-16
NR_034267	chr4	28752466	28752547	mir430b-16
NR_034267	chr4	28754810	28754891	mir430b-16
NR_034268	chr4	28754810	28754891	mir430b-17
NR_034267	chr4	28739575	28739656	mir430b-16
NR_034267	chr4	28740726	28740807	mir430b-16
NR_034267	chr4	28743071	28743152	mir430b-16
NR_034267	chr4	28744811	28744892	mir430b-16
NR_034267	chr4	28747200	28747281	mir430b-16
NR_034264	chr4	28739575	28739656	mir430b-13
NR_034264	chr4	28740726	28740807	mir430b-13
NR_034264	chr4	28743071	28743152	mir430b-13
NR_034261	chr4	28750703	28750784	mir430b-10
NR_034261	chr4	28752466	28752547	mir430b-10
NR_034261	chr4	28754810	28754891	mir430b-10
NR_034254	chr4	28753056	28753137	mir430b-2
NR_034259	chr4	28746574	28746655	mir430b-8
NR_034259	chr4	28754206	28754287	mir430b-8
NR_034245	chr4	28743277	28743359	mir430a-16
NR_034245	chr4	28749169	28749251	mir430a-16
NR_034266	chr4	28747200	28747281	mir430b-15
NR_034268	chr4	28743071	28743152	mir430b-17
NR_034264	chr4	28744811	28744892	mir430b-13
NR_034264	chr4	28747200	28747281	mir430b-13
NR_045242	chr4	28738727	28738800	mir430c-8
NR_034218	chr4	28738727	28738809	mir430c-9
NR_034219	chr4	28738727	28738809	mir430c-10
NR_034220	chr4	28738727	28738809	mir430c-11
NR_034221	chr4	28738727	28738809	mir430c-12
NR_034222	chr4	28738727	28738809	mir430c-13
NR_034223	chr4	28738727	28738809	mir430c-14
NR_034224	chr4	28738727	28738809	mir430c-15
NR_045242	chr4	28739331	28739404	mir430c-8
NR_034218	chr4	28739331	28739413	mir430c-9
NR_034219	chr4	28739331	28739413	mir430c-10
NR_034220	chr4	28739331	28739413	mir430c-11
NR_034221	chr4	28739331	28739413	mir430c-12
NR_034222	chr4	28739331	28739413	mir430c-13
NR_034223	chr4	28739331	28739413	mir430c-14
NR_034224	chr4	28739331	28739413	mir430c-15
NR_034234	chr4	28740306	28740388	mir430a-5
NR_045242	chr4	28740469	28740542	mir430c-8
NR_034218	chr4	28740469	28740551	mir430c-9
NR_034219	chr4	28740469	28740551	mir430c-10
NR_034220	chr4	28740469	28740551	mir430c-11
NR_034221	chr4	28740469	28740551	mir430c-12
NR_034222	chr4	28740469	28740551	mir430c-13
NR_034223	chr4	28740469	28740551	mir430c-14
NR_034224	chr4	28740469	28740551	mir430c-15
NR_045242	chr4	28741073	28741146	mir430c-8
NR_034218	chr4	28741073	28741155	mir430c-9
NR_034219	chr4	28741073	28741155	mir430c-10
NR_034220	chr4	28741073	28741155	mir430c-11
NR_034221	chr4	28741073	28741155	mir430c-12
NR_034222	chr4	28741073	28741155	mir430c-13
NR_034223	chr4	28741073	28741155	mir430c-14
NR_034224	chr4	28741073	28741155	mir430c-15
NR_034234	chr4	28742047	28742129	mir430a-5
NR_045242	chr4	28742210	28742283	mir430c-8
NR_045242	chr4	28742814	28742887	mir430c-8
NR_034218	chr4	28742814	28742896	mir430c-9
NR_034219	chr4	28742814	28742896	mir430c-10
NR_034220	chr4	28742814	28742896	mir430c-11
NR_034221	chr4	28742814	28742896	mir430c-12
NR_034222	chr4	28742814	28742896	mir430c-13
NR_034223	chr4	28742814	28742896	mir430c-14
NR_034224	chr4	28742814	28742896	mir430c-15
NR_034271	chr4	28743661	28743742	mir430b-20
NR_034234	chr4	28744391	28744473	mir430a-5
NR_045242	chr4	28744554	28744627	mir430c-8
NR_034218	chr4	28744554	28744636	mir430c-9
NR_034219	chr4	28744554	28744636	mir430c-10
NR_034220	chr4	28744554	28744636	mir430c-11
NR_034221	chr4	28744554	28744636	mir430c-12
NR_034222	chr4	28744554	28744636	mir430c-13
NR_034223	chr4	28744554	28744636	mir430c-14
NR_034224	chr4	28744554	28744636	mir430c-15
NR_045242	chr4	28745180	28745253	mir430c-8
NR_034218	chr4	28745180	28745262	mir430c-9
NR_034219	chr4	28745180	28745262	mir430c-10
NR_034220	chr4	28745180	28745262	mir430c-11
NR_034221	chr4	28745180	28745262	mir430c-12
NR_034222	chr4	28745180	28745262	mir430c-13
NR_034223	chr4	28745180	28745262	mir430c-14
NR_034224	chr4	28745180	28745262	mir430c-15
NR_034234	chr4	28746154	28746236	mir430a-5
NR_045242	chr4	28746317	28746390	mir430c-8
NR_034218	chr4	28746317	28746399	mir430c-9
NR_034219	chr4	28746317	28746399	mir430c-10
NR_034220	chr4	28746317	28746399	mir430c-11
NR_034221	chr4	28746317	28746399	mir430c-12
NR_034222	chr4	28746317	28746399	mir430c-13
NR_034223	chr4	28746317	28746399	mir430c-14
NR_034224	chr4	28746317	28746399	mir430c-15
NR_045242	chr4	28746943	28747016	mir430c-8
NR_034218	chr4	28746943	28747025	mir430c-9
NR_034219	chr4	28746943	28747025	mir430c-10
NR_034220	chr4	28746943	28747025	mir430c-11
NR_034221	chr4	28746943	28747025	mir430c-12
NR_034222	chr4	28746943	28747025	mir430c-13
NR_034223	chr4	28746943	28747025	mir430c-14
NR_034224	chr4	28746943	28747025	mir430c-15
NR_034218	chr4	28747569	28747651	mir430c-9
NR_034219	chr4	28747569	28747651	mir430c-10
NR_034220	chr4	28747569	28747651	mir430c-11
NR_034221	chr4	28747569	28747651	mir430c-12
NR_034222	chr4	28747569	28747651	mir430c-13
NR_034223	chr4	28747569	28747651	mir430c-14
NR_034224	chr4	28747569	28747651	mir430c-15
NR_034234	chr4	28748543	28748625	mir430a-5
NR_034271	chr4	28749553	28749634	mir430b-20
NR_034234	chr4	28750283	28750365	mir430a-5
NR_034234	chr4	28752046	28752128	mir430a-5
NR_034211	chr4	28745180	28745253	mir430c-2
NR_034211	chr4	28746317	28746390	mir430c-2
NR_034211	chr4	28746943	28747016	mir430c-2
NR_034234	chr4	28753786	28753868	mir430a-5
NR_034211	chr4	28742814	28742887	mir430c-2
NR_034211	chr4	28744554	28744627	mir430c-2
NR_034262	chr4	28740726	28740807	mir430b-11
NR_034262	chr4	28743071	28743152	mir430b-11
NR_034252	chr4	28747406	28747488	mir430i-2
NR_034254	chr4	28747812	28747890	mir430b-2
NR_034211	chr4	28741073	28741146	mir430c-2
NR_034213	chr4	28746317	28746390	mir430c-4
NR_034236	chr4	28740306	28740388	mir430a-7
NR_034236	chr4	28742047	28742129	mir430a-7
NR_034236	chr4	28744391	28744473	mir430a-7
NR_034239	chr4	28752046	28752128	mir430a-10
NR_034239	chr4	28753786	28753868	mir430a-10
NR_034239	chr4	28746154	28746236	mir430a-10
NR_034239	chr4	28748543	28748625	mir430a-10
NR_034239	chr4	28750283	28750365	mir430a-10
NR_034239	chr4	28742047	28742129	mir430a-10
NR_034239	chr4	28744391	28744473	mir430a-10
NR_034241	chr4	28752672	28752754	mir430a-12
NR_034241	chr4	28754412	28754494	mir430a-12
NR_034239	chr4	28740306	28740388	mir430a-10
NR_034241	chr4	28740932	28741014	mir430a-12
NR_034241	chr4	28742673	28742755	mir430a-12
NR_034242	chr4	28752672	28752754	mir430a-13
NR_034242	chr4	28754412	28754494	mir430a-13
NR_034241	chr4	28739190	28739272	mir430a-12
NR_034242	chr4	28740932	28741014	mir430a-13
NR_034242	chr4	28742673	28742755	mir430a-13
NR_034243	chr4	28752672	28752754	mir430a-14
NR_034243	chr4	28754412	28754494	mir430a-14
NR_034242	chr4	28739190	28739272	mir430a-13
NR_034243	chr4	28740932	28741014	mir430a-14
NR_034243	chr4	28742673	28742755	mir430a-14
NR_034244	chr4	28752672	28752754	mir430a-15
NR_034244	chr4	28754412	28754494	mir430a-15
NR_034243	chr4	28739190	28739272	mir430a-14
NR_034244	chr4	28739190	28739272	mir430a-15
NR_034244	chr4	28740932	28741014	mir430a-15
NR_034244	chr4	28742673	28742755	mir430a-15
NR_039273	chr4	28746943	28747016	mir430c-17
NR_034263	chr4	28740726	28740807	mir430b-12
NR_034263	chr4	28743071	28743152	mir430b-12
NR_034263	chr4	28744811	28744892	mir430b-12
NR_034263	chr4	28747200	28747281	mir430b-12
NR_034263	chr4	28748963	28749044	mir430b-12
NR_034263	chr4	28750703	28750784	mir430b-12
NR_034263	chr4	28752466	28752547	mir430b-12
NR_034263	chr4	28754810	28754891	mir430b-12
NR_034262	chr4	28739575	28739656	mir430b-11
NR_045238	chr4	28742814	28742887	mir430c-3
NR_045238	chr4	28744554	28744627	mir430c-3
NR_045238	chr4	28745180	28745253	mir430c-3
NR_034258	chr4	28746574	28746655	mir430b-7
NR_034258	chr4	28754206	28754287	mir430b-7
NR_034258	chr4	28742467	28742548	mir430b-7
NR_034266	chr4	28743071	28743152	mir430b-15
NR_034266	chr4	28744811	28744892	mir430b-15
NR_034264	chr4	28754810	28754891	mir430b-13
NR_034263	chr4	28739575	28739656	mir430b-12
NR_034257	chr4	28746574	28746655	mir430b-6
NR_034257	chr4	28754206	28754287	mir430b-6
NR_034256	chr4	28738984	28739065	mir430b-4
NR_034255	chr4	28741316	28741397	mir430b-3
NR_039273	chr4	28742210	28742283	mir430c-17
NR_039273	chr4	28742814	28742887	mir430c-17
NR_039273	chr4	28744554	28744627	mir430c-17
NR_039273	chr4	28745180	28745253	mir430c-17
NR_039273	chr4	28746317	28746390	mir430c-17
NR_034252	chr4	28745017	28745099	mir430i-2
NR_034268	chr4	28747200	28747281	mir430b-17
NR_034268	chr4	28748963	28749044	mir430b-17
NR_034268	chr4	28750703	28750784	mir430b-17
NR_034268	chr4	28752466	28752547	mir430b-17
NR_039273	chr4	28739331	28739404	mir430c-17
NR_039273	chr4	28740469	28740542	mir430c-17
NR_039273	chr4	28741073	28741146	mir430c-17
NR_039274	chr4	28742814	28742887	mir430c-18
NR_039274	chr4	28744554	28744627	mir430c-18
NR_039274	chr4	28745180	28745253	mir430c-18
NR_039274	chr4	28746317	28746390	mir430c-18
NR_039274	chr4	28746943	28747016	mir430c-18
NR_039273	chr4	28738727	28738800	mir430c-17
NR_045220	chr4	28738727	28738800	mir430c-1
NR_045220	chr4	28739331	28739404	mir430c-1
NR_045220	chr4	28740469	28740542	mir430c-1
NR_045220	chr4	28741073	28741146	mir430c-1
NR_045220	chr4	28742210	28742283	mir430c-1
NR_045220	chr4	28742814	28742887	mir430c-1
NR_045220	chr4	28744554	28744627	mir430c-1
NR_045220	chr4	28745180	28745253	mir430c-1
NR_045220	chr4	28746317	28746390	mir430c-1
NR_045220	chr4	28746943	28747016	mir430c-1
NR_039318	chr4	28741316	28741394	mir430b-19
NR_039318	chr4	28745423	28745501	mir430b-19
NR_039318	chr4	28747812	28747893	mir430b-19
NR_039318	chr4	28751315	28751396	mir430b-19
NR_039318	chr4	28753056	28753134	mir430b-19
NR_039293	chr4	28731623	28740387	mir430a-18
NR_039283	chr4	28740306	28740388	mir430a-8
NR_039283	chr4	28742047	28742129	mir430a-8
NR_039283	chr4	28744391	28744473	mir430a-8
NR_039283	chr4	28746154	28746236	mir430a-8
NR_039283	chr4	28748543	28748625	mir430a-8
NR_039283	chr4	28750283	28750365	mir430a-8
NR_039283	chr4	28752046	28752128	mir430a-8
NR_039283	chr4	28753786	28753868	mir430a-8
NR_039281	chr4	28740306	28740388	mir430a-6
NR_039281	chr4	28742047	28742129	mir430a-6
NR_039281	chr4	28744391	28744473	mir430a-6
NR_039281	chr4	28746154	28746236	mir430a-6
NR_039281	chr4	28748543	28748625	mir430a-6
NR_039281	chr4	28750283	28750365	mir430a-6
NR_039281	chr4	28752046	28752128	mir430a-6
NR_039281	chr4	28753786	28753868	mir430a-6
NR_039280	chr4	28739190	28739272	mir430a-4
NR_039280	chr4	28740932	28741014	mir430a-4
NR_039280	chr4	28742673	28742755	mir430a-4
NR_039280	chr4	28752672	28752754	mir430a-4
NR_039280	chr4	28754412	28754494	mir430a-4
NR_039274	chr4	28738727	28738800	mir430c-18
NR_039274	chr4	28739331	28739404	mir430c-18
NR_039274	chr4	28740469	28740542	mir430c-18
NR_039274	chr4	28741073	28741146	mir430c-18
NR_039274	chr4	28742210	28742283	mir430c-18
NR_045238	chr4	28742210	28742283	mir430c-3
NR_045240	chr4	28746317	28746390	mir430c-6
NR_045240	chr4	28746943	28747016	mir430c-6
NR_045238	chr4	28738727	28738800	mir430c-3
NR_045238	chr4	28739331	28739404	mir430c-3
NR_045238	chr4	28740469	28740542	mir430c-3
NR_045238	chr4	28741073	28741146	mir430c-3
NR_045241	chr4	28742814	28742887	mir430c-7
NR_045241	chr4	28744554	28744627	mir430c-7
NR_045241	chr4	28745180	28745253	mir430c-7
NR_045241	chr4	28746317	28746390	mir430c-7
NR_045241	chr4	28746943	28747016	mir430c-7
NR_045239	chr4	28738727	28738800	mir430c-5
NR_045239	chr4	28739331	28739404	mir430c-5
NR_045239	chr4	28740469	28740542	mir430c-5
NR_045239	chr4	28741073	28741146	mir430c-5
NR_045239	chr4	28742210	28742283	mir430c-5
NR_045239	chr4	28742814	28742887	mir430c-5
NR_045239	chr4	28744554	28744627	mir430c-5
NR_045239	chr4	28745180	28745253	mir430c-5
NR_045239	chr4	28746317	28746390	mir430c-5
NR_045239	chr4	28746943	28747016	mir430c-5
NR_045240	chr4	28738727	28738800	mir430c-6
NR_045240	chr4	28739331	28739404	mir430c-6
NR_045240	chr4	28740469	28740542	mir430c-6
NR_045240	chr4	28741073	28741146	mir430c-6
NR_045240	chr4	28742210	28742283	mir430c-6
NR_045240	chr4	28742814	28742887	mir430c-6
NR_045240	chr4	28744554	28744627	mir430c-6
NR_045240	chr4	28745180	28745253	mir430c-6
NR_045253	chr4	28739575	28739656	mir430b-5
NR_045253	chr4	28740726	28740807	mir430b-5
NR_045253	chr4	28743071	28743152	mir430b-5
NR_045253	chr4	28744811	28744892	mir430b-5
NR_045253	chr4	28747200	28747281	mir430b-5
NR_045253	chr4	28748963	28749044	mir430b-5
NR_045253	chr4	28750703	28750784	mir430b-5
NR_045253	chr4	28752466	28752547	mir430b-5
NR_045253	chr4	28754810	28754891	mir430b-5
NR_045252	chr4	28741316	28741394	mir430b-18
NR_045252	chr4	28745423	28745501	mir430b-18
NR_045252	chr4	28747812	28747893	mir430b-18
NR_045252	chr4	28751315	28751396	mir430b-18
NR_045252	chr4	28753056	28753134	mir430b-18
NR_045250	chr4	28743277	28743359	mir430a-17
NR_045250	chr4	28749169	28749251	mir430a-17
NR_045248	chr4	28746780	28746862	mir430a-11
NR_045241	chr4	28738727	28738800	mir430c-7
NR_045241	chr4	28739331	28739404	mir430c-7
NR_045241	chr4	28740469	28740542	mir430c-7
NR_045241	chr4	28741073	28741146	mir430c-7
NR_045241	chr4	28742210	28742283	mir430c-7
NM_001128249	chr4	28860206	28867748	znf1059
NM_001113341	chr4	29042951	29048321	si:dkey-13e3.1
NM_001114445	chr4	28996914	29003933	zgc:174315
NM_001123254	chr4	30214702	30220064	LOC560232
NM_001135989	chr4	30499984	30506236	zgc:174690
NM_001114713	chr4	30846341	30851590	zgc:172014
NM_001113606	chr4	31336645	31345817	zgc:173720
NM_001128355	chr4	31673368	31681537	LOC794656
NM_001114894	chr4	33467749	33477228	zgc:174653
NM_001144046	chr4	36273854	36298801	si:dkey-151g22.1
NM_001111155	chr4	36896827	36904219	znf973
NM_001320203	chr4	37601555	37608804	znf1051
NM_001128297	chr4	38528697	38529806	si:dkey-122c11.1
NM_001126485	chr4	38715405	38724935	si:ch211-22k7.9
NM_001100956	chr4	39287489	39296905	si:dkeyp-4c4.1
NR_125778	chr4	40674658	40681823	si:ch211-181p13.2
NR_023324	chr4	41549089	41549376	wu:fa10h04
NM_001114884	chr4	41523879	41533091	zgc:174696
NM_001109839	chr4	42546859	42563979	znf1137
NM_130993	chr4	45690505	45694942	crestin
NM_001328022	chr4	46986958	47011030	znf1113
NM_001135989	chr4	48129805	48137988	zgc:174690
NM_001328335	chr4	48444954	48450333	si:dkey-156k2.1
NM_001114418	chr4	48723848	48729079	zgc:174704
NM_001327991	chr4	50426282	50436607	zgc:173705
NM_001128300	chr4	52556473	52558867	si:ch211-227e10.6
NM_001100052	chr4	54483984	54497752	si:dkey-65l23.2
NM_001030146	chr4	55169104	55170124	si:ch211-238e22.2
NM_001135989	chr4	55452503	55465288	zgc:174690
NM_001114486	chr4	55789087	55803146	zgc:174314
NM_001327886	chr4	55990876	56002793	si:dkey-57k17.1
NM_001111199	chr4	57649013	57657446	znf1068
NM_001115108	chr4	59879054	59885513	znf1077
NM_001109840	chr4	60302356	60309419	zgc:173714
NM_001037427	chr4	61624323	61628980	zgc:123060
NM_001115109	chr4	62619105	62627272	znf1147
NM_001114718	chr4	64761196	64766725	znf1070
NM_001030146	chr4	65301723	65302743	si:ch211-238e22.2
NM_001328003	chr4	66387339	66401228	LOC101884305
NR_030521	chr4	66538928	66539026	mir738
NM_001111254	chr4	66589240	66610061	zgc:174180
NM_001327996	chr4	67836796	67844305	znf1117
NR_120391	chr4	68756922	68759796	LOC101887004
NM_001083060	chr4	69240061	69241809	si:ch211-205a14.3
NM_001144051	chr4	69523692	69528100	si:dkey-27n6.1
NR_023341	chr4	70186701	70187196	wu:fb55f04
NM_212917	chr4	70576832	70585564	slco1f1
NM_001327814	chr4	70704350	70713162	ftr64
NM_001113632	chr4	70873684	70883701	zgc:175107
NM_001020581	chr4	71068602	71127426	rab3ip
NM_001077288	chr4	71393011	71405836	zgc:152938
NM_001327916	chr4	71603308	71612425	wu:fc30c06
NM_001109732	chr4	71740929	71752873	zgc:171727
NM_001089338	chr4	71740929	71770329	zgc:162958
NM_001030170	chr4	71900513	71906903	znf1015
NM_001109725	chr4	72041933	72049362	zgc:173624
NM_001020742	chr4	72009518	72016928	znf989
NM_001128396	chr4	71965090	71970920	si:ch211-165i18.2
NM_001328033	chr4	71997131	72008543	si:ch73-266f23.3
NM_001327921	chr4	72363160	72370574	si:cabz01069013.3
NM_001002870	chr4	72666710	72730614	trim24
NM_001076665	chr4	72746977	72771217	zgc:154045
NM_201580	chr4	73504479	73523192	nup50
NM_001004537	chr4	73574646	73608532	large
NM_001114315	chr4	73944980	73966701	si:dkey-71l4.4
NM_001017546	chr4	74835204	74842091	zgc:113209
NM_001083821	chr4	74796163	74802199	zgc:123107
NM_001037404	chr4	74796166	74802173	zgc:123107
NM_001089456	chr4	74912167	74923618	ms4a17a.17
NM_001114473	chr4	74845397	74849531	zgc:172128
NM_001045423	chr4	74885687	74893239	zgc:153116
NM_001014293	chr4	74873980	74883731	zgc:113119
NM_001126474	chr4	75060809	75078635	ms4a17a.8
NM_001017670	chr4	74998846	75011599	ms4a17a.11
NM_001013510	chr4	75032056	75055899	ms4a17a.9
NM_001004629	chr4	75082274	75090492	ms4a17a.5
NM_001102638	chr4	75175968	75185695	ms4a17a.4
NM_001328009	chr4	75199098	75208540	si:ch73-56d11.3
NM_001017783	chr4	75116095	75124512	ms4a17a.1
